Electoral wards and divisions Code,Electoral wards and divisions,Economic activity status (20 categories) Code,Economic activity status (20 categories),Observation
E05013900,Upper Walthamstow,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2182
E05013900,Upper Walthamstow,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,27
E05013900,Upper Walthamstow,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,91
E05013900,Upper Walthamstow,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,318
E05013900,Upper Walthamstow,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,443
E05013900,Upper Walthamstow,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,289
E05013900,Upper Walthamstow,8,Economically active and a full-time student: In employment: Employee: Part-time,57
E05013900,Upper Walthamstow,9,Economically active and a full-time student: In employment: Employee: Full-time,25
E05013900,Upper Walthamstow,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4
E05013900,Upper Walthamstow,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,3
E05013900,Upper Walthamstow,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,19
E05013900,Upper Walthamstow,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,6
E05013900,Upper Walthamstow,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,29
E05013900,Upper Walthamstow,15,Economically inactive: Retired,761
E05013900,Upper Walthamstow,16,Economically inactive: Student,459
E05013900,Upper Walthamstow,17,Economically inactive: Looking after home or family,416
E05013900,Upper Walthamstow,18,Economically inactive: Long-term sick or disabled,208
E05013900,Upper Walthamstow,19,Economically inactive: Other,263
E05013901,Valley (Waltham Forest),-8,Does not apply,2907
E05013901,Valley (Waltham Forest),1,Economically active (excluding full-time students): In employment: Employee: Part-time,1471
E05013901,Valley (Waltham Forest),2,Economically active (excluding full-time students): In employment: Employee: Full-time,3375
E05013901,Valley (Waltham Forest),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,70
E05013901,Valley (Waltham Forest),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,198
E05013901,Valley (Waltham Forest),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,516
E05013901,Valley (Waltham Forest),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,713
E05013901,Valley (Waltham Forest),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,493
E05013901,Valley (Waltham Forest),8,Economically active and a full-time student: In employment: Employee: Part-time,126
E05013901,Valley (Waltham Forest),9,Economically active and a full-time student: In employment: Employee: Full-time,44
E05013901,Valley (Waltham Forest),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013901,Valley (Waltham Forest),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,6
E05013901,Valley (Waltham Forest),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,20
E05013901,Valley (Waltham Forest),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,11
E05013901,Valley (Waltham Forest),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,57
E05013901,Valley (Waltham Forest),15,Economically inactive: Retired,1770
E05013901,Valley (Waltham Forest),16,Economically inactive: Student,735
E05013901,Valley (Waltham Forest),17,Economically inactive: Looking after home or family,698
E05013901,Valley (Waltham Forest),18,Economically inactive: Long-term sick or disabled,392
E05013901,Valley (Waltham Forest),19,Economically inactive: Other,478
E05013902,William Morris,-8,Does not apply,3151
E05013902,William Morris,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1350
E05013902,William Morris,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4621
E05013902,William Morris,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,62
E05013902,William Morris,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,148
E05013902,William Morris,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,651
E05013902,William Morris,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,992
E05013902,William Morris,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,515
E05013902,William Morris,8,Economically active and a full-time student: In employment: Employee: Part-time,122
E05013902,William Morris,9,Economically active and a full-time student: In employment: Employee: Full-time,48
E05013902,William Morris,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,3
E05013902,William Morris,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013902,William Morris,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,21
E05013902,William Morris,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,19
E05013902,William Morris,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,100
E05013902,William Morris,15,Economically inactive: Retired,1069
E05013902,William Morris,16,Economically inactive: Student,702
E05013902,William Morris,17,Economically inactive: Looking after home or family,683
E05013902,William Morris,18,Economically inactive: Long-term sick or disabled,318
E05013902,William Morris,19,Economically inactive: Other,484
E05013903,Wood Street,-8,Does not apply,2224
E05013903,Wood Street,1,Economically active (excluding full-time students): In employment: Employee: Part-time,884
E05013903,Wood Street,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2691
E05013903,Wood Street,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,37
E05013903,Wood Street,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,114
E05013903,Wood Street,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,374
E05013903,Wood Street,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,515
E05013903,Wood Street,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,367
E05013903,Wood Street,8,Economically active and a full-time student: In employment: Employee: Part-time,66
E05013903,Wood Street,9,Economically active and a full-time student: In employment: Employee: Full-time,45
E05013903,Wood Street,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E05013903,Wood Street,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,1
E05013903,Wood Street,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,14
E05013903,Wood Street,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,11
E05013903,Wood Street,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,45
E05013903,Wood Street,15,Economically inactive: Retired,650
E05013903,Wood Street,16,Economically inactive: Student,481
E05013903,Wood Street,17,Economically inactive: Looking after home or family,453
E05013903,Wood Street,18,Economically inactive: Long-term sick or disabled,280
E05013903,Wood Street,19,Economically inactive: Other,343
E05013904,Beckton,-8,Does not apply,3246
E05013904,Beckton,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1503
E05013904,Beckton,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3709
E05013904,Beckton,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,66
E05013904,Beckton,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,207
E05013904,Beckton,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,596
E05013904,Beckton,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,1007
E05013904,Beckton,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,646
E05013904,Beckton,8,Economically active and a full-time student: In employment: Employee: Part-time,262
E05013904,Beckton,9,Economically active and a full-time student: In employment: Employee: Full-time,113
E05013904,Beckton,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,7
E05013904,Beckton,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,7
E05013904,Beckton,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,50
E05013904,Beckton,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,23
E05013904,Beckton,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,210
E05013904,Beckton,15,Economically inactive: Retired,1099
E05013904,Beckton,16,Economically inactive: Student,1252
E05013904,Beckton,17,Economically inactive: Looking after home or family,891
E05013904,Beckton,18,Economically inactive: Long-term sick or disabled,634
E05013904,Beckton,19,Economically inactive: Other,619
E05013905,Boleyn,-8,Does not apply,3598
E05013905,Boleyn,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1432
E05013905,Boleyn,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3363
E05013905,Boleyn,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,72
E05013905,Boleyn,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,169
E05013905,Boleyn,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,482
E05013905,Boleyn,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,613
E05013905,Boleyn,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,592
E05013905,Boleyn,8,Economically active and a full-time student: In employment: Employee: Part-time,237
E05013905,Boleyn,9,Economically active and a full-time student: In employment: Employee: Full-time,104
E05013905,Boleyn,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,8
E05013905,Boleyn,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013905,Boleyn,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,22
E05013905,Boleyn,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,29
E05013905,Boleyn,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,121
E05013905,Boleyn,15,Economically inactive: Retired,841
E05013905,Boleyn,16,Economically inactive: Student,1006
E05013905,Boleyn,17,Economically inactive: Looking after home or family,1266
E05013905,Boleyn,18,Economically inactive: Long-term sick or disabled,455
E05013905,Boleyn,19,Economically inactive: Other,697
E05013906,Canning Town North,-8,Does not apply,1950
E05013906,Canning Town North,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1016
E05013906,Canning Town North,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2859
E05013906,Canning Town North,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,38
E05013906,Canning Town North,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,114
E05013906,Canning Town North,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,329
E05013906,Canning Town North,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,500
E05013906,Canning Town North,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,577
E05013906,Canning Town North,8,Economically active and a full-time student: In employment: Employee: Part-time,159
E05013906,Canning Town North,9,Economically active and a full-time student: In employment: Employee: Full-time,51
E05013906,Canning Town North,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4
E05013906,Canning Town North,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,6
E05013906,Canning Town North,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,33
E05013906,Canning Town North,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,27
E05013906,Canning Town North,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,127
E05013906,Canning Town North,15,Economically inactive: Retired,621
E05013906,Canning Town North,16,Economically inactive: Student,752
E05013906,Canning Town North,17,Economically inactive: Looking after home or family,529
E05013906,Canning Town North,18,Economically inactive: Long-term sick or disabled,377
E05013906,Canning Town North,19,Economically inactive: Other,503
E05013907,Canning Town South,-8,Does not apply,1220
E05013907,Canning Town South,1,Economically active (excluding full-time students): In employment: Employee: Part-time,545
E05013907,Canning Town South,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2553
E05013907,Canning Town South,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,27
E05013907,Canning Town South,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,54
E05013907,Canning Town South,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,205
E05013907,Canning Town South,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,287
E05013907,Canning Town South,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,277
E05013907,Canning Town South,8,Economically active and a full-time student: In employment: Employee: Part-time,94
E05013907,Canning Town South,9,Economically active and a full-time student: In employment: Employee: Full-time,42
E05013907,Canning Town South,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,4
E05013907,Canning Town South,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,4
E05013907,Canning Town South,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,10
E05013907,Canning Town South,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,5
E05013907,Canning Town South,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E05013907,Canning Town South,15,Economically inactive: Retired,369
E05013907,Canning Town South,16,Economically inactive: Student,436
E05013907,Canning Town South,17,Economically inactive: Looking after home or family,372
E05013907,Canning Town South,18,Economically inactive: Long-term sick or disabled,248
E05013907,Canning Town South,19,Economically inactive: Other,304
E05013908,Custom House,-8,Does not apply,3772
E05013908,Custom House,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1716
E05013908,Custom House,2,Economically active (excluding full-time students): In employment: Employee: Full-time,4383
E05013908,Custom House,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,64
E05013908,Custom House,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,215
E05013908,Custom House,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,551
E05013908,Custom House,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,945
E05013908,Custom House,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,750
E05013908,Custom House,8,Economically active and a full-time student: In employment: Employee: Part-time,284
E05013908,Custom House,9,Economically active and a full-time student: In employment: Employee: Full-time,135
E05013908,Custom House,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,8
E05013908,Custom House,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,6
E05013908,Custom House,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,41
E05013908,Custom House,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,30
E05013908,Custom House,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,118
E05013908,Custom House,15,Economically inactive: Retired,1069
E05013908,Custom House,16,Economically inactive: Student,1153
E05013908,Custom House,17,Economically inactive: Looking after home or family,970
E05013908,Custom House,18,Economically inactive: Long-term sick or disabled,732
E05013908,Custom House,19,Economically inactive: Other,718
E05013909,East Ham,-8,Does not apply,3556
E05013909,East Ham,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1566
E05013909,East Ham,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2851
E05013909,East Ham,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,88
E05013909,East Ham,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,153
E05013909,East Ham,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,470
E05013909,East Ham,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,677
E05013909,East Ham,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,574
E05013909,East Ham,8,Economically active and a full-time student: In employment: Employee: Part-time,250
E05013909,East Ham,9,Economically active and a full-time student: In employment: Employee: Full-time,60
E05013909,East Ham,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,2
E05013909,East Ham,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013909,East Ham,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,29
E05013909,East Ham,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,9
E05013909,East Ham,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,161
E05013909,East Ham,15,Economically inactive: Retired,1110
E05013909,East Ham,16,Economically inactive: Student,1077
E05013909,East Ham,17,Economically inactive: Looking after home or family,1345
E05013909,East Ham,18,Economically inactive: Long-term sick or disabled,454
E05013909,East Ham,19,Economically inactive: Other,697
E05013910,East Ham South,-8,Does not apply,4848
E05013910,East Ham South,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1834
E05013910,East Ham South,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3681
E05013910,East Ham South,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,87
E05013910,East Ham South,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,195
E05013910,East Ham South,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,550
E05013910,East Ham South,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,906
E05013910,East Ham South,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,672
E05013910,East Ham South,8,Economically active and a full-time student: In employment: Employee: Part-time,216
E05013910,East Ham South,9,Economically active and a full-time student: In employment: Employee: Full-time,111
E05013910,East Ham South,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,9
E05013910,East Ham South,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,5
E05013910,East Ham South,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,22
E05013910,East Ham South,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,24
E05013910,East Ham South,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,164
E05013910,East Ham South,15,Economically inactive: Retired,1075
E05013910,East Ham South,16,Economically inactive: Student,1291
E05013910,East Ham South,17,Economically inactive: Looking after home or family,1430
E05013910,East Ham South,18,Economically inactive: Long-term sick or disabled,604
E05013910,East Ham South,19,Economically inactive: Other,794
E05013911,Forest Gate North,-8,Does not apply,2257
E05013911,Forest Gate North,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1050
E05013911,Forest Gate North,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2796
E05013911,Forest Gate North,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,56
E05013911,Forest Gate North,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,110
E05013911,Forest Gate North,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,466
E05013911,Forest Gate North,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,645
E05013911,Forest Gate North,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,502
E05013911,Forest Gate North,8,Economically active and a full-time student: In employment: Employee: Part-time,134
E05013911,Forest Gate North,9,Economically active and a full-time student: In employment: Employee: Full-time,61
E05013911,Forest Gate North,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,1
E05013911,Forest Gate North,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,3
E05013911,Forest Gate North,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,21
E05013911,Forest Gate North,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,11
E05013911,Forest Gate North,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,74
E05013911,Forest Gate North,15,Economically inactive: Retired,801
E05013911,Forest Gate North,16,Economically inactive: Student,607
E05013911,Forest Gate North,17,Economically inactive: Looking after home or family,658
E05013911,Forest Gate North,18,Economically inactive: Long-term sick or disabled,304
E05013911,Forest Gate North,19,Economically inactive: Other,426
E05013912,Forest Gate South,-8,Does not apply,3683
E05013912,Forest Gate South,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1882
E05013912,Forest Gate South,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3852
E05013912,Forest Gate South,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,96
E05013912,Forest Gate South,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,204
E05013912,Forest Gate South,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,664
E05013912,Forest Gate South,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,901
E05013912,Forest Gate South,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,820
E05013912,Forest Gate South,8,Economically active and a full-time student: In employment: Employee: Part-time,260
E05013912,Forest Gate South,9,Economically active and a full-time student: In employment: Employee: Full-time,95
E05013912,Forest Gate South,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,5
E05013912,Forest Gate South,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,5
E05013912,Forest Gate South,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,27
E05013912,Forest Gate South,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,29
E05013912,Forest Gate South,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,119
E05013912,Forest Gate South,15,Economically inactive: Retired,1197
E05013912,Forest Gate South,16,Economically inactive: Student,1140
E05013912,Forest Gate South,17,Economically inactive: Looking after home or family,1341
E05013912,Forest Gate South,18,Economically inactive: Long-term sick or disabled,593
E05013912,Forest Gate South,19,Economically inactive: Other,861
E05013913,Green Street East,-8,Does not apply,4227
E05013913,Green Street East,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1755
E05013913,Green Street East,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3118
E05013913,Green Street East,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,88
E05013913,Green Street East,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,158
E05013913,Green Street East,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,513
E05013913,Green Street East,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,604
E05013913,Green Street East,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,555
E05013913,Green Street East,8,Economically active and a full-time student: In employment: Employee: Part-time,313
E05013913,Green Street East,9,Economically active and a full-time student: In employment: Employee: Full-time,91
E05013913,Green Street East,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,5
E05013913,Green Street East,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013913,Green Street East,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,35
E05013913,Green Street East,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,25
E05013913,Green Street East,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,160
E05013913,Green Street East,15,Economically inactive: Retired,1057
E05013913,Green Street East,16,Economically inactive: Student,1268
E05013913,Green Street East,17,Economically inactive: Looking after home or family,1771
E05013913,Green Street East,18,Economically inactive: Long-term sick or disabled,483
E05013913,Green Street East,19,Economically inactive: Other,746
E05013914,Green Street West,-8,Does not apply,3550
E05013914,Green Street West,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1573
E05013914,Green Street West,2,Economically active (excluding full-time students): In employment: Employee: Full-time,3026
E05013914,Green Street West,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,80
E05013914,Green Street West,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,150
E05013914,Green Street West,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,509
E05013914,Green Street West,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,702
E05013914,Green Street West,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,701
E05013914,Green Street West,8,Economically active and a full-time student: In employment: Employee: Part-time,242
E05013914,Green Street West,9,Economically active and a full-time student: In employment: Employee: Full-time,94
E05013914,Green Street West,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,6
E05013914,Green Street West,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,0
E05013914,Green Street West,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,35
E05013914,Green Street West,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,16
E05013914,Green Street West,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,252
E05013914,Green Street West,15,Economically inactive: Retired,1183
E05013914,Green Street West,16,Economically inactive: Student,1038
E05013914,Green Street West,17,Economically inactive: Looking after home or family,1462
E05013914,Green Street West,18,Economically inactive: Long-term sick or disabled,432
E05013914,Green Street West,19,Economically inactive: Other,736
E05013915,Little Ilford,-8,Does not apply,4681
E05013915,Little Ilford,1,Economically active (excluding full-time students): In employment: Employee: Part-time,1818
E05013915,Little Ilford,2,Economically active (excluding full-time students): In employment: Employee: Full-time,2892
E05013915,Little Ilford,3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,82
E05013915,Little Ilford,4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,175
E05013915,Little Ilford,5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,545
E05013915,Little Ilford,6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,749
E05013915,Little Ilford,7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,588
E05013915,Little Ilford,8,Economically active and a full-time student: In employment: Employee: Part-time,269
E05013915,Little Ilford,9,Economically active and a full-time student: In employment: Employee: Full-time,75
E05013915,Little Ilford,10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,0
E05013915,Little Ilford,11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,2
E05013915,Little Ilford,12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,27
E05013915,Little Ilford,13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,19
E05013915,Little Ilford,14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,222
E05013915,Little Ilford,15,Economically inactive: Retired,1078
E05013915,Little Ilford,16,Economically inactive: Student,1356
E05013915,Little Ilford,17,Economically inactive: Looking after home or family,1687
E05013915,Little Ilford,18,Economically inactive: Long-term sick or disabled,564
E05013915,Little Ilford,19,Economically inactive: Other,716
E05013916,Manor Park (Newham),-8,Does not apply,3825
E05013916,Manor Park (Newham),1,Economically active (excluding full-time students): In employment: Employee: Part-time,1812
E05013916,Manor Park (Newham),2,Economically active (excluding full-time students): In employment: Employee: Full-time,2848
E05013916,Manor Park (Newham),3,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,77
E05013916,Manor Park (Newham),4,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,144
E05013916,Manor Park (Newham),5,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,531
E05013916,Manor Park (Newham),6,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,595
E05013916,Manor Park (Newham),7,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,582
E05013916,Manor Park (Newham),8,Economically active and a full-time student: In employment: Employee: Part-time,268
E05013916,Manor Park (Newham),9,Economically active and a full-time student: In employment: Employee: Full-time,77
E05013916,Manor Park (Newham),10,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,13
E05013916,Manor Park (Newham),11,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,6
E05013916,Manor Park (Newham),12,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,29
E05013916,Manor Park (Newham),13,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,25
E05013916,Manor Park (Newham),14,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,102
