Electoral wards and divisions Code,Electoral wards and divisions,Household composition (15 categories) Code,Household composition (15 categories),Observation
E05014001,Orpington,-8,Does not apply,0
E05014001,Orpington,1,One-person household: Aged 66 years and over,631
E05014001,Orpington,2,One-person household: Other,510
E05014001,Orpington,3,Single family household: All aged 66 years and over,567
E05014001,Orpington,4,Single family household: Married or civil partnership couple: No children,482
E05014001,Orpington,5,Single family household: Married or civil partnership couple: Dependent children,885
E05014001,Orpington,6,Single family household: Married or civil partnership couple: All children non-dependent,336
E05014001,Orpington,7,Single family household: Cohabiting couple family: No children,216
E05014001,Orpington,8,Single family household: Cohabiting couple family: With dependent children,165
E05014001,Orpington,9,Single family household: Cohabiting couple family: All children non-dependent,38
E05014001,Orpington,10,Single family household: Lone parent family: With dependent children,320
E05014001,Orpington,11,Single family household: Lone parent family: All children non-dependent,242
E05014001,Orpington,12,Other household types: Other related household: Other family composition,26
E05014001,Orpington,13,Other household types: With dependent children,151
E05014001,Orpington,14,"Other household types: Other, including all full-time students and all aged 66 years and over",160
E05014002,Penge & Cator,-8,Does not apply,0
E05014002,Penge & Cator,1,One-person household: Aged 66 years and over,784
E05014002,Penge & Cator,2,One-person household: Other,2114
E05014002,Penge & Cator,3,Single family household: All aged 66 years and over,302
E05014002,Penge & Cator,4,Single family household: Married or civil partnership couple: No children,723
E05014002,Penge & Cator,5,Single family household: Married or civil partnership couple: Dependent children,1111
E05014002,Penge & Cator,6,Single family household: Married or civil partnership couple: All children non-dependent,299
E05014002,Penge & Cator,7,Single family household: Cohabiting couple family: No children,696
E05014002,Penge & Cator,8,Single family household: Cohabiting couple family: With dependent children,325
E05014002,Penge & Cator,9,Single family household: Cohabiting couple family: All children non-dependent,55
E05014002,Penge & Cator,10,Single family household: Lone parent family: With dependent children,832
E05014002,Penge & Cator,11,Single family household: Lone parent family: All children non-dependent,456
E05014002,Penge & Cator,12,Other household types: Other related household: Other family composition,114
E05014002,Penge & Cator,13,Other household types: With dependent children,214
E05014002,Penge & Cator,14,"Other household types: Other, including all full-time students and all aged 66 years and over",382
E05014003,Petts Wood & Knoll,-8,Does not apply,0
E05014003,Petts Wood & Knoll,1,One-person household: Aged 66 years and over,950
E05014003,Petts Wood & Knoll,2,One-person household: Other,690
E05014003,Petts Wood & Knoll,3,Single family household: All aged 66 years and over,896
E05014003,Petts Wood & Knoll,4,Single family household: Married or civil partnership couple: No children,743
E05014003,Petts Wood & Knoll,5,Single family household: Married or civil partnership couple: Dependent children,1650
E05014003,Petts Wood & Knoll,6,Single family household: Married or civil partnership couple: All children non-dependent,541
E05014003,Petts Wood & Knoll,7,Single family household: Cohabiting couple family: No children,302
E05014003,Petts Wood & Knoll,8,Single family household: Cohabiting couple family: With dependent children,224
E05014003,Petts Wood & Knoll,9,Single family household: Cohabiting couple family: All children non-dependent,39
E05014003,Petts Wood & Knoll,10,Single family household: Lone parent family: With dependent children,279
E05014003,Petts Wood & Knoll,11,Single family household: Lone parent family: All children non-dependent,235
E05014003,Petts Wood & Knoll,12,Other household types: Other related household: Other family composition,33
E05014003,Petts Wood & Knoll,13,Other household types: With dependent children,133
E05014003,Petts Wood & Knoll,14,"Other household types: Other, including all full-time students and all aged 66 years and over",195
E05014004,Plaistow,-8,Does not apply,0
E05014004,Plaistow,1,One-person household: Aged 66 years and over,565
E05014004,Plaistow,2,One-person household: Other,975
E05014004,Plaistow,3,Single family household: All aged 66 years and over,399
E05014004,Plaistow,4,Single family household: Married or civil partnership couple: No children,500
E05014004,Plaistow,5,Single family household: Married or civil partnership couple: Dependent children,981
E05014004,Plaistow,6,Single family household: Married or civil partnership couple: All children non-dependent,325
E05014004,Plaistow,7,Single family household: Cohabiting couple family: No children,292
E05014004,Plaistow,8,Single family household: Cohabiting couple family: With dependent children,220
E05014004,Plaistow,9,Single family household: Cohabiting couple family: All children non-dependent,40
E05014004,Plaistow,10,Single family household: Lone parent family: With dependent children,461
E05014004,Plaistow,11,Single family household: Lone parent family: All children non-dependent,306
E05014004,Plaistow,12,Other household types: Other related household: Other family composition,44
E05014004,Plaistow,13,Other household types: With dependent children,160
E05014004,Plaistow,14,"Other household types: Other, including all full-time students and all aged 66 years and over",225
E05014005,Shortlands & Park Langley,-8,Does not apply,0
E05014005,Shortlands & Park Langley,1,One-person household: Aged 66 years and over,908
E05014005,Shortlands & Park Langley,2,One-person household: Other,985
E05014005,Shortlands & Park Langley,3,Single family household: All aged 66 years and over,611
E05014005,Shortlands & Park Langley,4,Single family household: Married or civil partnership couple: No children,652
E05014005,Shortlands & Park Langley,5,Single family household: Married or civil partnership couple: Dependent children,1425
E05014005,Shortlands & Park Langley,6,Single family household: Married or civil partnership couple: All children non-dependent,420
E05014005,Shortlands & Park Langley,7,Single family household: Cohabiting couple family: No children,441
E05014005,Shortlands & Park Langley,8,Single family household: Cohabiting couple family: With dependent children,250
E05014005,Shortlands & Park Langley,9,Single family household: Cohabiting couple family: All children non-dependent,31
E05014005,Shortlands & Park Langley,10,Single family household: Lone parent family: With dependent children,340
E05014005,Shortlands & Park Langley,11,Single family household: Lone parent family: All children non-dependent,219
E05014005,Shortlands & Park Langley,12,Other household types: Other related household: Other family composition,53
E05014005,Shortlands & Park Langley,13,Other household types: With dependent children,165
E05014005,Shortlands & Park Langley,14,"Other household types: Other, including all full-time students and all aged 66 years and over",203
E05014006,St Mary Cray,-8,Does not apply,0
E05014006,St Mary Cray,1,One-person household: Aged 66 years and over,1053
E05014006,St Mary Cray,2,One-person household: Other,1229
E05014006,St Mary Cray,3,Single family household: All aged 66 years and over,570
E05014006,St Mary Cray,4,Single family household: Married or civil partnership couple: No children,631
E05014006,St Mary Cray,5,Single family household: Married or civil partnership couple: Dependent children,1146
E05014006,St Mary Cray,6,Single family household: Married or civil partnership couple: All children non-dependent,477
E05014006,St Mary Cray,7,Single family household: Cohabiting couple family: No children,402
E05014006,St Mary Cray,8,Single family household: Cohabiting couple family: With dependent children,375
E05014006,St Mary Cray,9,Single family household: Cohabiting couple family: All children non-dependent,66
E05014006,St Mary Cray,10,Single family household: Lone parent family: With dependent children,671
E05014006,St Mary Cray,11,Single family household: Lone parent family: All children non-dependent,477
E05014006,St Mary Cray,12,Other household types: Other related household: Other family composition,50
E05014006,St Mary Cray,13,Other household types: With dependent children,232
E05014006,St Mary Cray,14,"Other household types: Other, including all full-time students and all aged 66 years and over",229
E05014007,St Paul's Cray,-8,Does not apply,0
E05014007,St Paul's Cray,1,One-person household: Aged 66 years and over,766
E05014007,St Paul's Cray,2,One-person household: Other,1201
E05014007,St Paul's Cray,3,Single family household: All aged 66 years and over,379
E05014007,St Paul's Cray,4,Single family household: Married or civil partnership couple: No children,490
E05014007,St Paul's Cray,5,Single family household: Married or civil partnership couple: Dependent children,1026
E05014007,St Paul's Cray,6,Single family household: Married or civil partnership couple: All children non-dependent,425
E05014007,St Paul's Cray,7,Single family household: Cohabiting couple family: No children,288
E05014007,St Paul's Cray,8,Single family household: Cohabiting couple family: With dependent children,353
E05014007,St Paul's Cray,9,Single family household: Cohabiting couple family: All children non-dependent,80
E05014007,St Paul's Cray,10,Single family household: Lone parent family: With dependent children,832
E05014007,St Paul's Cray,11,Single family household: Lone parent family: All children non-dependent,427
E05014007,St Paul's Cray,12,Other household types: Other related household: Other family composition,52
E05014007,St Paul's Cray,13,Other household types: With dependent children,272
E05014007,St Paul's Cray,14,"Other household types: Other, including all full-time students and all aged 66 years and over",226
E05014008,West Wickham,-8,Does not apply,0
E05014008,West Wickham,1,One-person household: Aged 66 years and over,883
E05014008,West Wickham,2,One-person household: Other,431
E05014008,West Wickham,3,Single family household: All aged 66 years and over,728
E05014008,West Wickham,4,Single family household: Married or civil partnership couple: No children,598
E05014008,West Wickham,5,Single family household: Married or civil partnership couple: Dependent children,1263
E05014008,West Wickham,6,Single family household: Married or civil partnership couple: All children non-dependent,576
E05014008,West Wickham,7,Single family household: Cohabiting couple family: No children,166
E05014008,West Wickham,8,Single family household: Cohabiting couple family: With dependent children,179
E05014008,West Wickham,9,Single family household: Cohabiting couple family: All children non-dependent,43
E05014008,West Wickham,10,Single family household: Lone parent family: With dependent children,244
E05014008,West Wickham,11,Single family household: Lone parent family: All children non-dependent,249
E05014008,West Wickham,12,Other household types: Other related household: Other family composition,25
E05014008,West Wickham,13,Other household types: With dependent children,143
E05014008,West Wickham,14,"Other household types: Other, including all full-time students and all aged 66 years and over",177
E05014009,Balham,-8,Does not apply,0
E05014009,Balham,1,One-person household: Aged 66 years and over,506
E05014009,Balham,2,One-person household: Other,1566
E05014009,Balham,3,Single family household: All aged 66 years and over,195
E05014009,Balham,4,Single family household: Married or civil partnership couple: No children,573
E05014009,Balham,5,Single family household: Married or civil partnership couple: Dependent children,1100
E05014009,Balham,6,Single family household: Married or civil partnership couple: All children non-dependent,228
E05014009,Balham,7,Single family household: Cohabiting couple family: No children,991
E05014009,Balham,8,Single family household: Cohabiting couple family: With dependent children,137
E05014009,Balham,9,Single family household: Cohabiting couple family: All children non-dependent,9
E05014009,Balham,10,Single family household: Lone parent family: With dependent children,293
E05014009,Balham,11,Single family household: Lone parent family: All children non-dependent,237
E05014009,Balham,12,Other household types: Other related household: Other family composition,121
E05014009,Balham,13,Other household types: With dependent children,162
E05014009,Balham,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1312
E05014010,Battersea Park,-8,Does not apply,0
E05014010,Battersea Park,1,One-person household: Aged 66 years and over,759
E05014010,Battersea Park,2,One-person household: Other,2196
E05014010,Battersea Park,3,Single family household: All aged 66 years and over,209
E05014010,Battersea Park,4,Single family household: Married or civil partnership couple: No children,577
E05014010,Battersea Park,5,Single family household: Married or civil partnership couple: Dependent children,845
E05014010,Battersea Park,6,Single family household: Married or civil partnership couple: All children non-dependent,234
E05014010,Battersea Park,7,Single family household: Cohabiting couple family: No children,787
E05014010,Battersea Park,8,Single family household: Cohabiting couple family: With dependent children,164
E05014010,Battersea Park,9,Single family household: Cohabiting couple family: All children non-dependent,31
E05014010,Battersea Park,10,Single family household: Lone parent family: With dependent children,723
E05014010,Battersea Park,11,Single family household: Lone parent family: All children non-dependent,446
E05014010,Battersea Park,12,Other household types: Other related household: Other family composition,200
E05014010,Battersea Park,13,Other household types: With dependent children,204
E05014010,Battersea Park,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1129
E05014011,East Putney,-8,Does not apply,0
E05014011,East Putney,1,One-person household: Aged 66 years and over,683
E05014011,East Putney,2,One-person household: Other,1675
E05014011,East Putney,3,Single family household: All aged 66 years and over,234
E05014011,East Putney,4,Single family household: Married or civil partnership couple: No children,705
E05014011,East Putney,5,Single family household: Married or civil partnership couple: Dependent children,1082
E05014011,East Putney,6,Single family household: Married or civil partnership couple: All children non-dependent,214
E05014011,East Putney,7,Single family household: Cohabiting couple family: No children,962
E05014011,East Putney,8,Single family household: Cohabiting couple family: With dependent children,147
E05014011,East Putney,9,Single family household: Cohabiting couple family: All children non-dependent,16
E05014011,East Putney,10,Single family household: Lone parent family: With dependent children,286
E05014011,East Putney,11,Single family household: Lone parent family: All children non-dependent,212
E05014011,East Putney,12,Other household types: Other related household: Other family composition,151
E05014011,East Putney,13,Other household types: With dependent children,147
E05014011,East Putney,14,"Other household types: Other, including all full-time students and all aged 66 years and over",968
E05014012,Falconbrook,-8,Does not apply,0
E05014012,Falconbrook,1,One-person household: Aged 66 years and over,437
E05014012,Falconbrook,2,One-person household: Other,1239
E05014012,Falconbrook,3,Single family household: All aged 66 years and over,54
E05014012,Falconbrook,4,Single family household: Married or civil partnership couple: No children,278
E05014012,Falconbrook,5,Single family household: Married or civil partnership couple: Dependent children,473
E05014012,Falconbrook,6,Single family household: Married or civil partnership couple: All children non-dependent,118
E05014012,Falconbrook,7,Single family household: Cohabiting couple family: No children,452
E05014012,Falconbrook,8,Single family household: Cohabiting couple family: With dependent children,80
E05014012,Falconbrook,9,Single family household: Cohabiting couple family: All children non-dependent,17
E05014012,Falconbrook,10,Single family household: Lone parent family: With dependent children,585
E05014012,Falconbrook,11,Single family household: Lone parent family: All children non-dependent,367
E05014012,Falconbrook,12,Other household types: Other related household: Other family composition,139
E05014012,Falconbrook,13,Other household types: With dependent children,129
E05014012,Falconbrook,14,"Other household types: Other, including all full-time students and all aged 66 years and over",669
E05014013,Furzedown,-8,Does not apply,0
E05014013,Furzedown,1,One-person household: Aged 66 years and over,634
E05014013,Furzedown,2,One-person household: Other,1254
E05014013,Furzedown,3,Single family household: All aged 66 years and over,206
E05014013,Furzedown,4,Single family household: Married or civil partnership couple: No children,462
E05014013,Furzedown,5,Single family household: Married or civil partnership couple: Dependent children,1082
E05014013,Furzedown,6,Single family household: Married or civil partnership couple: All children non-dependent,368
E05014013,Furzedown,7,Single family household: Cohabiting couple family: No children,501
E05014013,Furzedown,8,Single family household: Cohabiting couple family: With dependent children,220
E05014013,Furzedown,9,Single family household: Cohabiting couple family: All children non-dependent,45
E05014013,Furzedown,10,Single family household: Lone parent family: With dependent children,550
E05014013,Furzedown,11,Single family household: Lone parent family: All children non-dependent,395
E05014013,Furzedown,12,Other household types: Other related household: Other family composition,117
E05014013,Furzedown,13,Other household types: With dependent children,327
E05014013,Furzedown,14,"Other household types: Other, including all full-time students and all aged 66 years and over",690
E05014014,Lavender,-8,Does not apply,0
E05014014,Lavender,1,One-person household: Aged 66 years and over,318
E05014014,Lavender,2,One-person household: Other,1312
E05014014,Lavender,3,Single family household: All aged 66 years and over,91
E05014014,Lavender,4,Single family household: Married or civil partnership couple: No children,479
E05014014,Lavender,5,Single family household: Married or civil partnership couple: Dependent children,714
E05014014,Lavender,6,Single family household: Married or civil partnership couple: All children non-dependent,98
E05014014,Lavender,7,Single family household: Cohabiting couple family: No children,884
E05014014,Lavender,8,Single family household: Cohabiting couple family: With dependent children,108
E05014014,Lavender,9,Single family household: Cohabiting couple family: All children non-dependent,13
E05014014,Lavender,10,Single family household: Lone parent family: With dependent children,161
E05014014,Lavender,11,Single family household: Lone parent family: All children non-dependent,160
E05014014,Lavender,12,Other household types: Other related household: Other family composition,159
E05014014,Lavender,13,Other household types: With dependent children,105
E05014014,Lavender,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1281
E05014015,Nine Elms,-8,Does not apply,0
E05014015,Nine Elms,1,One-person household: Aged 66 years and over,38
E05014015,Nine Elms,2,One-person household: Other,1043
E05014015,Nine Elms,3,Single family household: All aged 66 years and over,24
E05014015,Nine Elms,4,Single family household: Married or civil partnership couple: No children,288
E05014015,Nine Elms,5,Single family household: Married or civil partnership couple: Dependent children,243
E05014015,Nine Elms,6,Single family household: Married or civil partnership couple: All children non-dependent,22
E05014015,Nine Elms,7,Single family household: Cohabiting couple family: No children,505
E05014015,Nine Elms,8,Single family household: Cohabiting couple family: With dependent children,35
E05014015,Nine Elms,9,Single family household: Cohabiting couple family: All children non-dependent,1
E05014015,Nine Elms,10,Single family household: Lone parent family: With dependent children,168
E05014015,Nine Elms,11,Single family household: Lone parent family: All children non-dependent,42
E05014015,Nine Elms,12,Other household types: Other related household: Other family composition,108
E05014015,Nine Elms,13,Other household types: With dependent children,26
E05014015,Nine Elms,14,"Other household types: Other, including all full-time students and all aged 66 years and over",274
E05014016,Northcote,-8,Does not apply,0
E05014016,Northcote,1,One-person household: Aged 66 years and over,303
E05014016,Northcote,2,One-person household: Other,595
E05014016,Northcote,3,Single family household: All aged 66 years and over,169
E05014016,Northcote,4,Single family household: Married or civil partnership couple: No children,398
E05014016,Northcote,5,Single family household: Married or civil partnership couple: Dependent children,1426
E05014016,Northcote,6,Single family household: Married or civil partnership couple: All children non-dependent,172
E05014016,Northcote,7,Single family household: Cohabiting couple family: No children,380
E05014016,Northcote,8,Single family household: Cohabiting couple family: With dependent children,175
E05014016,Northcote,9,Single family household: Cohabiting couple family: All children non-dependent,15
E05014016,Northcote,10,Single family household: Lone parent family: With dependent children,180
E05014016,Northcote,11,Single family household: Lone parent family: All children non-dependent,111
E05014016,Northcote,12,Other household types: Other related household: Other family composition,54
E05014016,Northcote,13,Other household types: With dependent children,135
E05014016,Northcote,14,"Other household types: Other, including all full-time students and all aged 66 years and over",497
E05014017,Roehampton,-8,Does not apply,0
E05014017,Roehampton,1,One-person household: Aged 66 years and over,751
E05014017,Roehampton,2,One-person household: Other,1311
E05014017,Roehampton,3,Single family household: All aged 66 years and over,184
E05014017,Roehampton,4,Single family household: Married or civil partnership couple: No children,412
E05014017,Roehampton,5,Single family household: Married or civil partnership couple: Dependent children,1013
E05014017,Roehampton,6,Single family household: Married or civil partnership couple: All children non-dependent,251
E05014017,Roehampton,7,Single family household: Cohabiting couple family: No children,268
E05014017,Roehampton,8,Single family household: Cohabiting couple family: With dependent children,174
E05014017,Roehampton,9,Single family household: Cohabiting couple family: All children non-dependent,28
E05014017,Roehampton,10,Single family household: Lone parent family: With dependent children,843
E05014017,Roehampton,11,Single family household: Lone parent family: All children non-dependent,424
E05014017,Roehampton,12,Other household types: Other related household: Other family composition,86
E05014017,Roehampton,13,Other household types: With dependent children,286
E05014017,Roehampton,14,"Other household types: Other, including all full-time students and all aged 66 years and over",666
E05014018,St Mary's (Wandsworth),-8,Does not apply,0
E05014018,St Mary's (Wandsworth),1,One-person household: Aged 66 years and over,508
E05014018,St Mary's (Wandsworth),2,One-person household: Other,2028
E05014018,St Mary's (Wandsworth),3,Single family household: All aged 66 years and over,163
E05014018,St Mary's (Wandsworth),4,Single family household: Married or civil partnership couple: No children,591
E05014018,St Mary's (Wandsworth),5,Single family household: Married or civil partnership couple: Dependent children,629
E05014018,St Mary's (Wandsworth),6,Single family household: Married or civil partnership couple: All children non-dependent,138
E05014018,St Mary's (Wandsworth),7,Single family household: Cohabiting couple family: No children,937
E05014018,St Mary's (Wandsworth),8,Single family household: Cohabiting couple family: With dependent children,128
E05014018,St Mary's (Wandsworth),9,Single family household: Cohabiting couple family: All children non-dependent,12
E05014018,St Mary's (Wandsworth),10,Single family household: Lone parent family: With dependent children,345
E05014018,St Mary's (Wandsworth),11,Single family household: Lone parent family: All children non-dependent,229
E05014018,St Mary's (Wandsworth),12,Other household types: Other related household: Other family composition,169
E05014018,St Mary's (Wandsworth),13,Other household types: With dependent children,85
E05014018,St Mary's (Wandsworth),14,"Other household types: Other, including all full-time students and all aged 66 years and over",939
E05014019,Shaftesbury & Queenstown,-8,Does not apply,0
E05014019,Shaftesbury & Queenstown,1,One-person household: Aged 66 years and over,546
E05014019,Shaftesbury & Queenstown,2,One-person household: Other,1501
E05014019,Shaftesbury & Queenstown,3,Single family household: All aged 66 years and over,140
E05014019,Shaftesbury & Queenstown,4,Single family household: Married or civil partnership couple: No children,462
E05014019,Shaftesbury & Queenstown,5,Single family household: Married or civil partnership couple: Dependent children,622
E05014019,Shaftesbury & Queenstown,6,Single family household: Married or civil partnership couple: All children non-dependent,185
E05014019,Shaftesbury & Queenstown,7,Single family household: Cohabiting couple family: No children,742
E05014019,Shaftesbury & Queenstown,8,Single family household: Cohabiting couple family: With dependent children,126
E05014019,Shaftesbury & Queenstown,9,Single family household: Cohabiting couple family: All children non-dependent,27
E05014019,Shaftesbury & Queenstown,10,Single family household: Lone parent family: With dependent children,539
E05014019,Shaftesbury & Queenstown,11,Single family household: Lone parent family: All children non-dependent,416
E05014019,Shaftesbury & Queenstown,12,Other household types: Other related household: Other family composition,158
E05014019,Shaftesbury & Queenstown,13,Other household types: With dependent children,172
E05014019,Shaftesbury & Queenstown,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1027
E05014020,South Balham,-8,Does not apply,0
E05014020,South Balham,1,One-person household: Aged 66 years and over,335
E05014020,South Balham,2,One-person household: Other,1162
E05014020,South Balham,3,Single family household: All aged 66 years and over,95
E05014020,South Balham,4,Single family household: Married or civil partnership couple: No children,325
E05014020,South Balham,5,Single family household: Married or civil partnership couple: Dependent children,535
E05014020,South Balham,6,Single family household: Married or civil partnership couple: All children non-dependent,127
E05014020,South Balham,7,Single family household: Cohabiting couple family: No children,620
E05014020,South Balham,8,Single family household: Cohabiting couple family: With dependent children,64
E05014020,South Balham,9,Single family household: Cohabiting couple family: All children non-dependent,9
E05014020,South Balham,10,Single family household: Lone parent family: With dependent children,169
E05014020,South Balham,11,Single family household: Lone parent family: All children non-dependent,145
E05014020,South Balham,12,Other household types: Other related household: Other family composition,82
E05014020,South Balham,13,Other household types: With dependent children,98
E05014020,South Balham,14,"Other household types: Other, including all full-time students and all aged 66 years and over",660
E05014021,Southfields,-8,Does not apply,0
E05014021,Southfields,1,One-person household: Aged 66 years and over,422
E05014021,Southfields,2,One-person household: Other,853
E05014021,Southfields,3,Single family household: All aged 66 years and over,183
E05014021,Southfields,4,Single family household: Married or civil partnership couple: No children,550
E05014021,Southfields,5,Single family household: Married or civil partnership couple: Dependent children,1183
E05014021,Southfields,6,Single family household: Married or civil partnership couple: All children non-dependent,174
E05014021,Southfields,7,Single family household: Cohabiting couple family: No children,630
E05014021,Southfields,8,Single family household: Cohabiting couple family: With dependent children,168
E05014021,Southfields,9,Single family household: Cohabiting couple family: All children non-dependent,16
E05014021,Southfields,10,Single family household: Lone parent family: With dependent children,195
E05014021,Southfields,11,Single family household: Lone parent family: All children non-dependent,147
E05014021,Southfields,12,Other household types: Other related household: Other family composition,72
E05014021,Southfields,13,Other household types: With dependent children,109
E05014021,Southfields,14,"Other household types: Other, including all full-time students and all aged 66 years and over",491
E05014022,Thamesfield,-8,Does not apply,0
E05014022,Thamesfield,1,One-person household: Aged 66 years and over,595
E05014022,Thamesfield,2,One-person household: Other,1628
E05014022,Thamesfield,3,Single family household: All aged 66 years and over,341
E05014022,Thamesfield,4,Single family household: Married or civil partnership couple: No children,686
E05014022,Thamesfield,5,Single family household: Married or civil partnership couple: Dependent children,1181
E05014022,Thamesfield,6,Single family household: Married or civil partnership couple: All children non-dependent,247
E05014022,Thamesfield,7,Single family household: Cohabiting couple family: No children,1036
E05014022,Thamesfield,8,Single family household: Cohabiting couple family: With dependent children,150
E05014022,Thamesfield,9,Single family household: Cohabiting couple family: All children non-dependent,12
E05014022,Thamesfield,10,Single family household: Lone parent family: With dependent children,257
E05014022,Thamesfield,11,Single family household: Lone parent family: All children non-dependent,212
E05014022,Thamesfield,12,Other household types: Other related household: Other family composition,114
E05014022,Thamesfield,13,Other household types: With dependent children,118
E05014022,Thamesfield,14,"Other household types: Other, including all full-time students and all aged 66 years and over",864
E05014023,Tooting Bec,-8,Does not apply,0
E05014023,Tooting Bec,1,One-person household: Aged 66 years and over,566
E05014023,Tooting Bec,2,One-person household: Other,1070
E05014023,Tooting Bec,3,Single family household: All aged 66 years and over,184
E05014023,Tooting Bec,4,Single family household: Married or civil partnership couple: No children,435
E05014023,Tooting Bec,5,Single family household: Married or civil partnership couple: Dependent children,861
E05014023,Tooting Bec,6,Single family household: Married or civil partnership couple: All children non-dependent,269
E05014023,Tooting Bec,7,Single family household: Cohabiting couple family: No children,670
E05014023,Tooting Bec,8,Single family household: Cohabiting couple family: With dependent children,159
E05014023,Tooting Bec,9,Single family household: Cohabiting couple family: All children non-dependent,22
E05014023,Tooting Bec,10,Single family household: Lone parent family: With dependent children,441
E05014023,Tooting Bec,11,Single family household: Lone parent family: All children non-dependent,335
E05014023,Tooting Bec,12,Other household types: Other related household: Other family composition,130
E05014023,Tooting Bec,13,Other household types: With dependent children,235
E05014023,Tooting Bec,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1268
E05014024,Tooting Broadway,-8,Does not apply,0
E05014024,Tooting Broadway,1,One-person household: Aged 66 years and over,458
E05014024,Tooting Broadway,2,One-person household: Other,1403
E05014024,Tooting Broadway,3,Single family household: All aged 66 years and over,135
E05014024,Tooting Broadway,4,Single family household: Married or civil partnership couple: No children,424
E05014024,Tooting Broadway,5,Single family household: Married or civil partnership couple: Dependent children,785
E05014024,Tooting Broadway,6,Single family household: Married or civil partnership couple: All children non-dependent,237
E05014024,Tooting Broadway,7,Single family household: Cohabiting couple family: No children,769
E05014024,Tooting Broadway,8,Single family household: Cohabiting couple family: With dependent children,146
E05014024,Tooting Broadway,9,Single family household: Cohabiting couple family: All children non-dependent,23
E05014024,Tooting Broadway,10,Single family household: Lone parent family: With dependent children,475
E05014024,Tooting Broadway,11,Single family household: Lone parent family: All children non-dependent,312
E05014024,Tooting Broadway,12,Other household types: Other related household: Other family composition,211
E05014024,Tooting Broadway,13,Other household types: With dependent children,193
E05014024,Tooting Broadway,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1385
E05014025,Trinity (Wandsworth),-8,Does not apply,0
E05014025,Trinity (Wandsworth),1,One-person household: Aged 66 years and over,370
E05014025,Trinity (Wandsworth),2,One-person household: Other,1236
E05014025,Trinity (Wandsworth),3,Single family household: All aged 66 years and over,134
E05014025,Trinity (Wandsworth),4,Single family household: Married or civil partnership couple: No children,434
E05014025,Trinity (Wandsworth),5,Single family household: Married or civil partnership couple: Dependent children,633
E05014025,Trinity (Wandsworth),6,Single family household: Married or civil partnership couple: All children non-dependent,181
E05014025,Trinity (Wandsworth),7,Single family household: Cohabiting couple family: No children,631
E05014025,Trinity (Wandsworth),8,Single family household: Cohabiting couple family: With dependent children,137
E05014025,Trinity (Wandsworth),9,Single family household: Cohabiting couple family: All children non-dependent,14
E05014025,Trinity (Wandsworth),10,Single family household: Lone parent family: With dependent children,194
E05014025,Trinity (Wandsworth),11,Single family household: Lone parent family: All children non-dependent,143
E05014025,Trinity (Wandsworth),12,Other household types: Other related household: Other family composition,78
E05014025,Trinity (Wandsworth),13,Other household types: With dependent children,85
E05014025,Trinity (Wandsworth),14,"Other household types: Other, including all full-time students and all aged 66 years and over",658
E05014026,Wandle (Wandsworth),-8,Does not apply,0
E05014026,Wandle (Wandsworth),1,One-person household: Aged 66 years and over,290
E05014026,Wandle (Wandsworth),2,One-person household: Other,893
E05014026,Wandle (Wandsworth),3,Single family household: All aged 66 years and over,104
E05014026,Wandle (Wandsworth),4,Single family household: Married or civil partnership couple: No children,327
E05014026,Wandle (Wandsworth),5,Single family household: Married or civil partnership couple: Dependent children,693
E05014026,Wandle (Wandsworth),6,Single family household: Married or civil partnership couple: All children non-dependent,135
E05014026,Wandle (Wandsworth),7,Single family household: Cohabiting couple family: No children,621
E05014026,Wandle (Wandsworth),8,Single family household: Cohabiting couple family: With dependent children,104
E05014026,Wandle (Wandsworth),9,Single family household: Cohabiting couple family: All children non-dependent,13
E05014026,Wandle (Wandsworth),10,Single family household: Lone parent family: With dependent children,221
E05014026,Wandle (Wandsworth),11,Single family household: Lone parent family: All children non-dependent,171
E05014026,Wandle (Wandsworth),12,Other household types: Other related household: Other family composition,96
E05014026,Wandle (Wandsworth),13,Other household types: With dependent children,148
E05014026,Wandle (Wandsworth),14,"Other household types: Other, including all full-time students and all aged 66 years and over",551
E05014027,Wandsworth Common,-8,Does not apply,0
E05014027,Wandsworth Common,1,One-person household: Aged 66 years and over,422
E05014027,Wandsworth Common,2,One-person household: Other,1504
E05014027,Wandsworth Common,3,Single family household: All aged 66 years and over,192
E05014027,Wandsworth Common,4,Single family household: Married or civil partnership couple: No children,530
E05014027,Wandsworth Common,5,Single family household: Married or civil partnership couple: Dependent children,1234
E05014027,Wandsworth Common,6,Single family household: Married or civil partnership couple: All children non-dependent,251
E05014027,Wandsworth Common,7,Single family household: Cohabiting couple family: No children,763
E05014027,Wandsworth Common,8,Single family household: Cohabiting couple family: With dependent children,145
E05014027,Wandsworth Common,9,Single family household: Cohabiting couple family: All children non-dependent,19
E05014027,Wandsworth Common,10,Single family household: Lone parent family: With dependent children,301
E05014027,Wandsworth Common,11,Single family household: Lone parent family: All children non-dependent,223
E05014027,Wandsworth Common,12,Other household types: Other related household: Other family composition,81
E05014027,Wandsworth Common,13,Other household types: With dependent children,141
